missing_rate,JS_Div,Wasserstein,Max_Class_Diff
0.1,0.008356847801284142,0.019621308741292864,0.009859707642499771
0.2,0.01693706230921055,0.039585990385558545,0.019915628372412453
0.3,0.022867628114209886,0.05317374668890418,0.026635926616305317
0.4,0.029635584711982767,0.06862552732267224,0.034386343569116073
0.5,0.03708354295476436,0.08540174629647801,0.042725399784165674
