missing_rate,n_missing,proposed_acc,proposed_f1,proposed_kappa,proposed_js,knn_acc,knn_f1,knn_js
0.1,2064,0.7868217054263565,0.7759237353441074,0.6404833143181985,0.008398899486188327,0.7354651162790697,0.7214149860436309,0.006566555132279591
0.2,4075,0.7838036809815951,0.7696139861993752,0.6363189806932973,0.01719203515129405,0.7293251533742331,0.7151446915473075,0.012060090180538602
0.3,6100,0.7855737704918033,0.7703082744823774,0.6382937518224032,0.022953286610324097,0.7208196721311475,0.7067705339865243,0.014206035442371225
0.4,8143,0.7858283188014246,0.7723755108118868,0.6383223663643636,0.02998144993345573,0.7179172295222891,0.7042457485146635,0.019539474818544143
0.5,10207,0.7822082884295092,0.7682363328773492,0.6319297731532292,0.03737184261184943,0.7205839130008818,0.7064296886615055,0.02416875458219193
0.6,12284,0.7811787691305764,0.7685898233201337,0.6322907905989346,0.04524964225804158,0.7145066753500489,0.6989701086432328,0.032984184723939464
0.7,14310,0.7844164919636618,0.7719181268373786,0.63807365446897,0.05175946060285475,0.7091544374563242,0.6918208448062598,0.03938473655268138
