linear_r2,linear_slope,smoothness_std,prob_at_23,prob_at_30,prob_change_23_30,prob_min,prob_max,prob_range,is_monotonic,slope_pre_23,slope_23_30,slope_post_30,slope_change_pre_mid,slope_change_mid_post
0.005056956991147323,-0.01829890564443474,0.09111563,0.5346017,0.63500357,0.10040188,0.003431661,0.73045325,0.7270216,False,-0.4567929817840394,0.026978351377126484,-0.01583156980314178,1.0590603456116172,1.586824953898574
